;GB00B0H2K534;IT0001063210;GB00B1VNSX38;GB00BMSKPJ95;DE0005909006;IT0004827447;NO0003028904;GB00B3MBS747;NL0009739416;DE0007480204;GB00BYN59130;NO0003078800;GB0009292243;ES0152503035;IT0005252140;GB00B0WMWD03;FR0011594233;FR0000077919;ES0184262212;CH0010532478;IT0003261697;IT0000066123;DK0060745370;DE0005408116;FI0009002422;GB0009457366;GB00B0N8QD54;BE0003593044;BE0974268972;DK0060636678;GB00BZ0XJR39;GB00B62G9D36;GB0000282623;CH0000816824;NL0006294274;SE0000806994;SE0000117970;JE00B5TT1872;DE0003304002;FR0000124570;GB00B1ZBKY84;SE0000455057;GB0000961622;DK0060495240;GB00B0ZSH635;CH0267291224;BE0974276082;SE0000936478;SE0007871645;GB00B2PDGW16;GB0007990962;DE000A0LD6E6;IT0005211237;SE0000872095;ES0115056139;DK0010311471;GB00BVFNZH21;IT0001233417;GB00BZ02MH16;CH0126673539;GB00B0LCW083;CH0225173167;GB00B06QFB75;AT0000831706;SE0000950636;CH0011795959;NL0000360618;DE0005565204;DE000A12DM80;GB0000608009;DE000SHA0159;NL0010801007;GB0006834344;SE0000652216;FR0000120859;NL0000852580;SE0007074281;SE0000862997;DK0060738599;SE0002683557;GB0001500809;GB0004161021;NO0003053605;GB0001001592;SE0000108847;CZ0008019106;LU0061462528;CH0021783391;GB00B0HZP136;GB00BLT1Y088;LU1072616219;GB0009697037;GB00BRS65X63;FR0000035081;GB00BNGWY422;IM00B5VQMV65;GB00B53P2009;GB0007668071;NL0000334118;FR0000064578;DE0005501357;GB00BK1PTB77;NO0010582521;FI0009000285;JE00BYVQYS01;IT0005252207;CH0043238366;IT0000072170;CZ0005112300;GB0031698896;GB00BD6GN030;FR0010096479;FR0000125585;GB0034264548;NL0009432491;SE0008321293;DE0005773303;CH0038389992;GB00BYT1DJ19;AT00BUWOG001;BE0974256852;GB00B83VD954;CH0009002962;GB00BYQ0JC66;GB00B5N0P849;FR0000130213;FR0000121121;FR0000120966;BE0003826436;GB00BZ6STL67;NL0011821392;DK0010287234;ES0105066007;GB00B1H0DZ51;IM00B7S9G985;IT0003796171;FR0000120222;FR0011950732;AT0000606306;GB0003096442;SE0000112385;LU0075646355;BE0003818359;FR0000121725;ES0124244E34;DE0007165631;GB0059822006;SE0000163628;GB00B7KR2P84;SE0000825820
2015-01-28;4.2233277;203.80948;1.0861802;1.4299997;307.49903;233.66398;3046.2828;2.3000011000000002;47.536728;399.03077;59.20480499999999;944.2334;20.503323;174.10166;1276.2894;1.1452141;342.23047;215.96908;3439.6927;826.82862;646.9375;344.82349;;219.63927;77.928986;1753.8944000000001;4.3151075;325.64429;176.30544;488.98487;732.96375;3.8752954999999996;26.661282;74.264863;144.00002;1456.8489;693.07227;9.2409009;296.03516;15440.883;2.5962232;25.845551;35.630816;710.87549;761.0893799999999;;130.16216;690.42457;1680.1436;1100.9994;9.9652344;130.75573;;167.14008;214.88733;7837.2657;2299.8688;185.73816;21.457469;136.70612;8.9276612;98.455445;8.9801612;2287.9808;1021.2559;518.80738;1915.3638;958.02271;;9.5875904;;125.15909;7.6123365000000005;612.2627;8811.2266;1429.7403;1383.2938;661.32813;2446.2662;518.79517;114.16616;14.955469;452.85596;37.756546;1170.6729;307.99;225.71785;1007.3929;714.91125;1.0000004;1.1705554999999999;9.9528125;1.4616672;2228.0401;1.3133338;4.6516041;2.6393848;1865.1075;560.46973;6511.1563;418.02588;13.440652;315.48292;483.27979;1.0681247;463.9502;114.59571;119.35;1003.7991;4.0071924;;369.80494;10301.184;1.7062502000000002;736.02442;6234.5938;208.67675;1538.8394;16.134693;130.1433;34406.543;17.39179;413.54126;7.8219312;3.4605567;457.23414;24822.532;10360.477;530.80225;;;351.66871;;0.95742127;3.6074659000000002;;585.98731;96.644059;28.733216;1400.2432000000001;378.74952;137.35962;245.60445;40339.254;511.39087;2860.5501;290.58765;1241.3521;7.0126905;3341.6487
2015-01-29;4.059375;209.34324;1.0757563;1.4459997999999998;305.72559;231.37874;3013.1382;2.311112;48.249787;400.57691;60.23254;925.92408;20.221114;171.84581;1218.8409;1.1440094;341.97168;215.00922;3449.0887;831.77979;647.56299;347.96338;;217.59705;74.811829;1732.4932000000001;4.3338428;327.91846;177.06086;485.21607;743.6943799999999;3.8582984;25.220132;73.900818;144.80004;1468.3887;692.04151;8.6965284;298.09595;15493.27;2.618125;25.673111;35.583366999999996;695.90967;765.8;;129.37835;666.58521;1678.4498;1095.205;9.9652344;130.49441;;168.14092;215.26809;7816.2969;2273.3332;184.31278;21.147076000000002;141.94083;8.9428345;101.07975;8.7007911;2279.7342;1043.4976;525.86036;1896.2122;960.417;;9.399597199999999;;127.27271;7.6288624;617.63868;9035.5938;1330.8658;1382.4634;668.28931;2446.2662;515.23169;114.16616;15.013959999999999;450.76197;37.732797999999995;1175.2298;314.80616;224.07226;1014.3565;717.0543799999999;1.037838;1.1519755;10.032515;1.4583340999999999;2254.6202;1.3285717;4.7285328;2.6195044000000003;1863.905;558.30958;6634.7891;423.36231;13.677684;316.68531;476.71436;1.0463471;483.01661;116.28077;117.69999;1001.9083;4.006128;;368.93873;10441.329;1.7274999;740.58765;6198.8829;208.63836;1519.6592;15.894356;132.40014;34156.622;17.565896;417.63575;7.8111988;3.3378223000000005;463.74634;24676.52;10368.786;536.76587;;;351.40674;;0.93685608;3.4967919999999997;;587.48511;94.508454;32.067612;1387.2213000000002;378.56128;133.65831;246.84066;39938.668;502.25;2861.8052;289.90625;1244.8528;7.4452759;3310.1536
2015-01-30;4.2870875;210.59617;1.0736712;1.431;310.64429;234.04482;3013.1382;2.2833341;47.908112;396.80835;60.23254;939.0022;20.036224;173.94051;1246.7886;1.1265487;341.63892;219.29432;3439.6927;841.68189;646.9375;342.2544;;221.58268;78.782105;1755.9325;4.3994117;328.22168;176.15444;485.53003;732.96375;3.8463013;25.540391;76.449112;143.79998;1499.7125;690.49488;8.9922388;302.66797;15782.981;2.618125;25.845551;35.108926000000004;716.48755;781.9506299999999;;124.24323;673.92042;1668.2876;1117.5557000000001;9.7521412;133.12134;;173.84571;213.54011;7799.5235;2265.47;185.0803;21.034612000000003;140.83349;8.9504224;101.3512;8.6647876;2295.3111;1049.0579;521.34644;1912.5997;967.24024;;9.4522364;;127.72728;7.5400342;611.11109;8877.7071;1291.7757;1380.8028;674.71534;2436.0323;513.55494;114.16616;15.130953;445.43213;37.566575;1180.1116;316.19459;226.96882;1029.0572;720.48313;0.99081101;1.1733426;10.022554;1.4500004999999998;2259.5857;1.3295240000000002;4.6926343;2.6009937;1829.0325;561.08692;6617.336;422.04761;13.642569000000002;313.79981;481.85279;1.0473845;476.66114;116.11283;119.29999;990.04834;4.0114478;;363.92969;10191.344;1.7224997;729.91553;6261.375;208.21593;1540.3147;15.798221000000002;130.29378;33484.719;17.333748;417.18091;7.7548682;3.4186475;451.74561;24609.434;10468.485;528.70704;;;351.14454;;0.95627869;3.5784814999999996;;583.74073;95.059876;33.184388;1403.6707000000001;379.87891;135.50896;249.72516;40705.5;505.29688;2849.2535;290.37476;1243.4527;7.3897144;3382.5923
2015-02-02;4.4176441;209.13437;1.0891582;1.4519999000000001;316.23218;233.47347;2999.2776;2.3083340999999997;47.952668;405.16675;60.54531299999999;970.38941;20.415733;168.05925;1311.2242;1.1367841;331.06446;218.88297;3439.6927;841.68189;650.37696;345.67969;;225.14019;79.110215;1760.0094;4.4524927000000005;329.73755;174.45479;489.92701;738.0956299999999;3.8872924999999996;26.597234;77.177216;144.47503;1489.8218;700.28931;9.0796045;300.60743;15758.329;2.6589405;26.384461;35.535918;710.87549;781.2781299999999;;131.10811;688.59058;1614.0894;1083.6157;9.9213624;133.49268;;175.84739;207.94605;7757.5938;2260.5557;184.0935;21.048111;140.5315;8.939045499999999;101.3512;8.598781800000001;2291.646;1085.2005;522.19288;1969.0672;976.33814;;9.3093628;;131.13637;7.630927799999999;610.53516;8951.1094;1291.6119;1389.9361;676.85718;2416.5401;506.21827;114.16616;15.101702;441.81568;37.804038999999996;1187.2715;313.79615;226.29604;1037.5682;724.3406299999999;0.98;1.196568;10.052442;1.4666675;2285.2894;1.3171431;4.5951905;2.6030518000000002;1829.0325;550.74927;6678.4258;422.12476;14.107862;313.55933;483.56543;1.038051;477.85279;117.20429;120.9;1005.5179;3.9997461;;367.2063;10245.633;1.8237499;726.08814;6160.1954;206.33422;1527.0362;16.016126;133.64133;33587.145;17.169307;417.86329;7.7790113;3.6012549000000003;448.58277;24862.0;10264.93;521.56153;;;351.66871;;0.94399689;3.6127369;;581.49415;97.171509;33.056763;1409.1532;375.17286;147.33257;260.30201;40440.352;501.74219;2753.8599;290.92847;1240.6521;6.9134717;3505.4241
2015-02-03;4.6119605;209.44764;1.1168564;1.4499999;337.41236;238.99614;3013.1382;2.4177788000000002;49.527329;408.30713;60.366563;1009.6236;20.51305;170.63733;1357.0276;1.1518372;342.1565;220.56269;3430.2964;835.08057;677.26758;354.52881;;229.68583;82.358643;1795.6782;4.5805103;334.58887;174.41698;495.26587;741.82813;3.9172876000000003;27.654078;79.361466;147.24999;1511.2535;706.99073;8.837663599999999;303.95606;15980.235;2.6310669;26.600007;36.579695;709.00464;834.44;;132.75672;687.9795;1609.0084;1090.2382;10.021640999999999;134.93679;;176.14763;216.32242;7870.8125;2269.4007;186.17673;21.354002;142.84684;8.9845533;99.812821;8.520776399999999;2357.6189;1082.4202;531.50269;2038.5662;975.85938;;9.3319214;;133.18181;7.684638700000001;608.23121;9070.2188;1317.3978;1410.6939;669.36036;2405.3331;503.07422;114.16616;15.111456;461.61255;37.49534;1193.1299;318.02491;229.9245;1073.9334;734.6268799999999;0.98540543;1.1891357999999999;10.301512;1.4800008;2301.0621;1.3366670999999999;4.5849341;2.6448707000000002;1845.8675;546.73755;6750.4258;424.52247;14.274650999999999;315.96387;485.27833;1.0660505;481.82496;116.86847;122.74997;1012.0496;4.0752735;;364.8335;10371.887;1.8649996999999998;725.42554;6314.9415;205.37417;1516.7085;16.150716;132.77619;33664.989;17.449821999999998;414.90625;8.004336;3.7180054;453.51319;25236.899;10397.864;515.43702;;;351.66871;;0.96113434;3.6996949;;593.85035;97.176728;35.114838;1431.0857;382.70264;156.07177;273.35132;40600.586;510.88306;2736.2874;290.28956;1246.2532;6.8698169;3615.6575
2015-02-04;4.5087304999999995;217.0696;1.1171544;1.4409998;340.35694;237.09176;3028.2042;2.396112;48.784577;420.33765;59.741016;968.82007;20.357349;173.21543;1330.6324;1.1440094;341.34302;220.49418;3425.5977;850.75904;680.70728;368.80127;;228.92818;80.127411;1773.2575;4.6086108999999995;331.86011;175.85222;491.81128;747.42688;3.8982911000000002;27.173692000000003;81.545731;149.10004;1522.2444;704.41334;8.8779859;309.62281;15841.54;2.5982154000000004;26.513794;36.706221;707.13404;808.1956299999999;;133.78376;703.26099;1605.6211;1098.5163;10.046712;136.16089;;177.4487;216.7325;7900.1641;2266.4525;187.93105;21.201058;144.15552;9.0945337;102.61809;8.6227857;2364.033;1088.9073;537.14478;1864.8191;1002.3147;;9.4071192;;134.52271;7.684638700000001;608.99903;9050.8282;1318.2193;1407.3726;683.81861;2388.7642;538.91846;114.16616;15.150450000000001;450.95264;38.041502;1173.9275;319.91822;228.22316;1073.1597;741.48438;0.96810837;1.1705554999999999;10.301512;1.4583340999999999;2347.7962;1.3533336;4.5849341;2.5934521999999998;1847.07;545.73462;6804.2422;427.38404;14.011287;300.57447;492.41456;1.0681247;479.04444;117.03637;123.24999;1017.5499;4.0529345999999995;;363.40235;10310.024;1.8612499;730.65137;6273.2813;205.7582;1446.4795;16.310942999999998;134.88254;33599.438;17.382112;420.13794;8.0794434;3.5683252;448.76856;25090.887;10480.946;527.31006;;;348.0;;0.9511374;3.6601684999999997;;586.36182;97.453782;33.854462;1430.4;383.26734;144.45379;268.54395;41762.29;509.86744;2737.5428;290.97095;1222.4485;7.0563453;3480.2278
2015-02-05;4.6787549;219.99309;1.1186432000000002;1.4509997000000001;348.85572;234.99703;3067.3748;2.27389;50.284958;427.82618;59.428243;965.6814;20.646950999999998;171.12073;1360.9095;1.1560519999999999;342.67408;219.39716;3449.0887;835.90577;676.32959;368.23023;;228.23649;83.17894;1773.2575;4.5742652;333.37598;175.21023;498.09229;755.825;3.9752784;27.686104;81.909775;149.55002;1551.9195;706.73292;9.1333716;311.23292;16029.547;2.5812916;27.117356;36.864373;703.39258;810.8868799999999;;137.83782;714.26392;1625.9454;1105.1388;10.178328;138.91161;;180.25107;217.55257;7929.5196;2336.2357;188.0407;20.845682;145.16221;9.208313;102.70859;8.526775;2366.782;1111.1487;541.6587;2011.9117;1023.2637;;9.5875904;;134.77268;7.7176905;614.75879;9153.3165;1303.7657;1443.076;674.17969;2417.0279;555.47779;114.16616;15.394190000000002;452.28492;37.685308;1196.3846;319.09766;231.0685;1074.7071;737.19875;0.98864899;1.1631235;10.261660999999998;1.4541671999999999;2375.2522;1.376191;4.5592896000000005;2.6153907;1845.8675;553.29517;6883.5118;430.16822;14.38001;308.99048;530.09522;1.0821242;479.04444;117.28826;124.49997;1008.7835;4.0603809;;372.44141;10465.317;1.8674997;731.75562;6347.6797;207.7167;1481.2989;16.198785;135.40918;33652.7;16.975855;422.64014;7.883625500000001;3.7060303;449.04761;25011.961;10505.872;528.11597;;;332.80127;;0.95399384;3.731316;;591.97828;98.342484;32.737687;1438.625;381.38501;150.62264;267.85694;42759.954;506.14332;2721.2251;291.73755;1230.8499;6.8499707999999995;3653.4517
2015-02-06;4.6605396;217.48726;1.1415762999999999;1.44;346.64747;234.61609;3109.5589;2.2638897;52.557801;420.19263;59.696329;955.219;20.657076000000004;172.40978;1365.5674;1.1403971;343.45069;220.49418;3439.6927;828.47901;684.45923;378.792;;228.59878;80.455536;1772.2388;4.5711426;327.16041;175.02131;500.29078;743.22813;3.8722974;27.493948;81.909775;145.85;1562.9105;709.56836;8.938471700000001;307.88428;16134.336;2.6330567;26.944916;36.816924;709.00464;820.3081299999999;100.0;136.81078;717.01465;1629.3328;1094.3769;10.109385;138.74657;;181.05173;217.87478;7933.711;2326.4063;186.17673;21.003125;145.76618;9.367600099999999;102.52759;8.4667701;2326.4651;1118.5625;541.37671;1928.0;1021.7076;;9.6853467;;135.63633;7.6929004;602.2793;9102.0704;1318.5477;1395.7483;684.35401;2414.5914;556.94483;114.16616;15.296692;468.08448;37.637815;1197.6861;324.08375;232.07357;1074.7071;738.9131299999999;0.99135132;1.1519755;10.271624;1.4425006999999999;2346.6275;1.376191;4.5592896000000005;2.6441846;1863.905;546.19751;6876.9688;428.23462;14.292215;312.35694;533.80591;1.0743464;478.64722;114.93744;126.37499;1016.003;4.1369703;;367.01807;10459.004;1.9274996999999998;729.69459;6276.254;207.7167;1491.6268;16.166739;136.76322;33517.493;16.975855;425.14234;7.9936036;3.6222095000000003;448.48951;24901.465;10489.254;529.67408;;;325.20191;;0.9511374;3.7049659000000004;;595.16089;99.978821;35.098877;1445.4788;382.70264;152.06203;272.04639;44217.329;505.29688;2708.6734;289.60816;1219.648;6.7467872;3684.9471
2015-02-09;4.888252;212.05791;1.161233;1.44;343.5691;231.56917;3079.4273;2.1666674;52.260682;416.03736;59.026094;980.32862;20.535511;169.50943;1396.6207;1.1428054;343.08082;217.78595;3426.2696;823.52808;664.44751;375.6521;;225.14019;80.783646;1753.8944000000001;4.5742652;325.49292;174.00159;495.26612;730.1643799999999;3.8513013000000003;27.590025;81.909775;145.50004;1528.2901;703.64014;9.375315;305.43702;15443.958;2.5902515;26.556901;36.595518;710.87549;820.98125;97.368409;134.86483;714.56959;1624.2518;1084.4432000000002;9.890024499999999;135.66578;;178.34949;215.12168;7803.7188;2299.8688;180.25594;20.868174;146.9742;8.848022499999999;101.98467;8.4247681;2345.7073;1106.5152;540.24805;1962.3545;995.73072;;9.6627881;;135.90905;7.5730884000000005;600.93555;8946.9571;1310.1709;1422.3182;682.21192;2435.0579;570.15064;114.00301;14.857973999999999;465.99048;37.51908;1186.6209;323.4524;228.15038;1050.7215;725.1975;0.98918931;1.1333951;10.241734;1.4375010000000001;2280.616;1.3447624999999999;4.6413477;2.6345875000000003;1843.4625;545.04029;6738.0625;425.52784;14.300987;311.15479;522.95899;1.0774578;472.68897;114.43369;129.87497;1007.4087;4.1444166000000005;;359.67383;10381.989;1.8937502000000002;717.32935;6258.3985;205.68139;1476.8729;16.118669999999998;137.32752;33267.583;16.250391;427.1897;7.9211792;3.7748829;444.02442;24384.493;10323.086;517.80079;;;326.51197;;0.9314291400000001;3.7866553;;590.10596;99.916077;36.343293;1443.4225;381.19678;154.11831;265.10987;44121.95;501.573;2662.2322;281.81421;1180.44;6.6475709;3744.7879
2015-02-10;4.7364429;216.54754;1.2288401;1.449;344.50586;238.04395;3106.5457;2.2216674;51.02771;420.72388;59.47293;959.92701;20.646950999999998;173.21543;1375.6597;1.1373864;347.62867;219.77419;3459.1558;837.55591;672.89014;373.93946;;229.05997;79.372727;1771.2194;4.5586524;329.88941;177.17417;501.54712;734.36313;3.8403028;27.221731;81.909775;147.90001;1558.5152;714.98047;9.0863257;309.6875;15755.243;2.5524242;26.837128;36.690398;735.19483;805.5031299999999;97.368409;133.7567;714.56959;1656.4319;1055.4694;9.9715015;136.18837;;179.65056;218.28476;7925.3243;2310.6807;183.98385;20.814192;147.47753;9.2121021;102.43712;8.4547681;2380.5264;1125.0496;543.91553;1906.4791;1012.7295;;9.8507789;;135.22725;7.6206006;604.39136;9000.9688;1323.4747;1422.3182;688.63794;2448.7027;576.43921;114.00301;15.208950999999999;472.08204;37.661563;1199.6392;323.4524;233.51693;1063.8748;732.05563;1.0113517;1.1371113;10.500767000000002;1.4283338;2306.6116;1.3333338000000001;4.6413477;2.6716064999999998;1827.8294;560.70118;6820.9688;430.86451;14.38001;311.87623;534.37696;1.0914571;476.66114;114.68558;132.24999;1005.5179;4.0146387;;359.41016;10356.739;1.9050002000000001;722.04004;5832.8399;208.59998;1488.6758;16.246851;137.21468;33492.911;16.705015;427.87208;7.937273;3.6192164000000004;455.28077;24613.379;10443.559;529.94288;;;327.2981;;0.928573;3.8578028;;594.97364;97.202515;38.927842;1449.5907;394.56226;150.21139;262.49976;44255.481;509.021;2660.9769;288.33057;1202.8443;6.8976001;3700.6946
2015-02-11;4.6392847;219.26221;1.2231814;1.44;338.34913;234.61609;3052.3091;2.2077787;50.849457;420.82081;59.741016;946.84888;20.646950999999998;172.57091;1335.2906;1.1464184;355.6521;219.29432;3426.2696;840.0315;668.8252;377.65015;;230.57515;79.143052;1754.9138;4.514939;328.52491;177.55187;503.11744;727.365;3.771316;27.045589;81.909775;147.24999;1560.7127;709.31031;9.113208100000001;306.66065;15650.458;2.5484424000000003;26.966462;35.804773;731.45337;800.7931299999999;96.381562;133.35132;711.20752;1602.2337;1072.0257000000001;10.027908;128.61016;;179.95081;217.05463;7761.7852;2307.7319;186.17673;21.111087;149.99422;9.2007251;101.3512;8.472771;2358.5355;1125.9764;541.6587;1829.4773;1023.2637;;9.8357398;;134.99997;7.575151399999999;570.2168;8910.9454;1309.1856;1419.8272;685.96045;2417.0279;582.09864;114.00301;15.140706;497.77979;37.637815;1189.2239;324.08375;231.81342;1070.0647;725.1975;1.0162165;1.1333951;10.460916;1.3983344;2287.6263;1.3333338000000001;4.6516041;2.6551539;1836.2475;563.47852;6804.2422;436.20069;14.467791;310.91431;538.3733;1.0930127;473.4834;114.18183;130.74997;1010.5022;4.0901661;;360.23877;10169.879;1.8649996999999998;726.23536;5859.625;203.22365;1485.7251;16.022535;136.9137;33464.227;16.811414;432.64893;7.913132399999999;3.5443775;441.32642;24124.036;10717.735;531.23218;;;328.87037;;0.9359993;3.7866553;;588.23389;96.867875;39.055481;1374.8838;392.30323;142.60315;265.10987;44255.481;503.09644;2660.9769;292.03565;1195.1429;7.004751;3647.1529
2015-02-12;4.7880591;222.49897;1.2184157;1.4479998;372.07715;237.85352;3019.1646;2.172223;51.933884;426.4253;60.500625;962.54249;21.042059;176.43804;1363.2383;1.1620731;364.26685;222.75672;3456.4715;849.9336;673.82813;389.35352;;230.50931;90.561692;1763.0663;4.5336744;329.13135;180.15795;510.65479;733.43;3.8233057;27.173692000000003;84.458085;149.82499;1617.3162;734.82715;9.2476221;311.0398;15952.497;2.5484424000000003;28.410721;37.164854;733.32422;810.8868799999999;96.381562;135.13512;725.26661;1573.4407;1085.2707;10.078047;135.41817;;180.05089;219.69063;8172.7266;2317.5613;188.15035;21.47096;152.10824;9.3372584;100.98925;8.5567774;2356.7027;1159.3387;550.96851;1887.1297;1042.5367;;9.8883765;;135.68183;7.6123365000000005;572.71265;8959.418;1346.962;1470.4761;705.77369;2426.2862;580.63135;114.00301;15.228448;493.021;37.756546;1218.1902;340.74537;235.82763;1081.6705;736.77;1.0281084;1.1408271;10.660171;1.4216677000000002;2322.6766;1.3390481;4.6413477;2.6969727;1854.285;567.95289;6865.3321;438.67579;14.748726;312.59742;544.36817;1.1158274;468.7168;114.76954;132.37499;1012.909;4.074209;;360.76612;10296.133;1.8924999;729.25293;6175.0743;207.79351;1513.7576;16.000105;135.29635;33619.915;16.724361;436.74341;7.8863062;3.6401708999999998;443.28003;25019.852;10717.735;531.12452;;;330.70484;;0.94028351;3.8841529;;599.84156;98.300629;44.224595;1431.7707;399.26832;150.82828;267.03296;44598.84;516.9773;2860.5501;296.76319;1193.0423;6.9134717;3716.4424
2015-02-13;4.8578907;207.98589;1.2571335000000001;1.4669997000000001;375.35621;238.04395;2790.1661;2.13889;51.829896;425.55567;60.277227;975.09742;20.748252;177.56597;1344.6065;1.1692986;365.78272;219.26;3481.3042;869.73804;678.20557;385.92823;;234.36315;97.45224;1746.7607;4.5711426;331.40528;179.25141;507.82813;735.7631299999999;3.8293042;27.846228999999997;84.822114;150.47501;1640.9471;749.77588;9.294668;314.06617;15752.161;2.5225599;28.496933;37.228111;727.71192;801.46625;96.907883;139.43241;727.40601;1571.7471;1086.9269;10.096851000000001;136.44968;;179.95081;219.51491;8277.5625;2341.15;187.71177;21.610412999999998;153.31621;9.3751856;101.71319;8.520776399999999;2360.368;1173.2398;550.12208;1940.8335;1031.8826;;10.234283;;136.3182;7.7259522;571.17676;9179.629;1362.8936;1481.2701;706.84449;2388.2774;591.11207;114.00301;15.121198999999999;510.91456;37.329112;1240.6465;352.29493;235.88523;1079.3494;726.055;1.0216219;1.129679;10.630284;1.3866668999999998;2349.8404;1.3390481;4.625962;2.7216529000000005;1857.8925;572.4275;6940.2383;437.67017;14.766287;312.8379;547.50782;1.1256785999999999;473.08619;113.67808;133.37499;1014.1121;4.0710181;;354.96607;10490.567;1.9324999;731.01954;6201.8555;207.37108;1518.1839;15.961651;137.44036;33755.125;16.782393;439.70044;7.8863062;3.6880689;451.55958;24771.239;10717.735;531.87671;;;330.18067;;0.95399384;3.8867896;;600.58985;99.597489;46.011445;1459.1863;410.75123;148.97761;265.93384;47782.563;521.37842;2782.7293;295.1023;1194.4427;6.7745704;3826.6758
2015-02-16;4.9186133000000005;202.24328;1.2568358000000002;1.4509997000000001;368.79786;237.09176;2722.6722;2.1405561;52.89946;423.09156;59.87504;991.31421;20.95087;176.19636;1357.0276;1.1699004;365.52393;217.64881;3408.8187;874.68897;678.51783;381.07569;;235.94428;96.549927;1737.5888;4.5836304000000005;328.82813;179.85573;509.39844;736.22938;3.8582984;28.614843999999998;86.27829;150.25002;1643.1448;752.09571;9.1804151;313.29346;15937.083;2.5384873999999997;28.453812;37.607669;725.84131;816.94313;97.631562;139.97298;723.43262;1559.8914;1083.615;10.040445;136.97233;;183.75402;215.29741;8302.7188;2344.0982;187.0539;21.677891;154.02089;9.284165100000001;102.52761;8.4547681;2384.1917;1172.313;550.4043;1964.5262;1036.3118;;10.159085;;135.31818;7.7404126;568.10474;9241.9532;1368.6417;1476.2879;703.0962;2393.6373;576.43921;114.00301;15.062708;509.39161;37.281622;1248.4578;348.69751;235.50902;1083.2181;724.76938;1.0216221;1.1333951;10.600396;1.3583340999999998;2320.0474;1.3476192;4.6054468;2.7408472;1862.7032000000002;570.88428;6809.3321;436.1233;14.538023;312.59766;543.79712;1.1272342;467.52515;113.59412;134.49999;1014.4559;4.101867700000001;;355.19214;10520.872;1.9412497;725.13111;6151.2657;207.17907;1553.5933;15.887945;135.03301;33660.891;16.666319;437.88086;7.8755787;3.7718897;449.41993;25008.016;10676.192;530.80225;;;335.15967;;0.95113755;3.9052344;;594.41187;97.903107;44.017182;1461.9282;413.01001;160.90404;270.7417;48070.606;520.3628;2791.5154;294.80396;1195.8428;6.889660699999999;3955.8067
2015-02-17;4.9398682;202.03447;1.2458159;1.4679999000000001;365.18409;237.66311;2699.772;2.0988895;51.517945;424.73438;60.187852;970.38941;20.961009;175.22957;1416.8052;1.1723086;364.78443;217.03179;3435.6656;892.01783;678.83082;387.64087;;234.29731;95.565552;1732.4932000000001;4.5992408000000005;325.18946;179.66694;506.88599;732.4968799999999;3.8582984;28.774971;85.550202;150.0;1614.5687;741.0127;9.0594434;312.64942;15813.805;2.5773096;28.173584;37.243917;776.35084;812.90625;98.355256;141.45943;720.07081;1541.2608;1079.4763;9.9965723;136.84855;;183.75402;216.82036;8332.0743;2348.0288;186.50568;22.285179;154.42356;9.291750500000001;101.71319;8.376760299999999;2429.0899;1160.2654;552.94312;1965.9083;1040.262;;10.113965;;133.22724;7.7755323;557.35352;9160.2383;1361.4153;1454.7;698.81226;2422.389;570.98902;114.00301;15.355184;513.57935;37.851531;1243.9009;337.65284;234.07505;1087.8604;721.76875;1.0081083;1.1464013;10.540618;1.3833339;2322.0923;1.3333336;4.6157032;2.7141113999999997;1872.3232;570.96167;6796.9688;433.02979;14.450242000000001;316.20459;542.94068;1.1153087;468.7168;115.18934;134.62499;1020.128;4.1242066;;355.60645;10510.77;1.8974999;724.98414;6100.6758;205.8734;1572.7735;15.855898999999999;135.78533;33656.79;17.188663;439.92798;7.9667823;3.951504;450.44336;24380.547;10680.344;531.50074;;;339.61451;;0.95113755;3.9026001000000003;;591.60376;97.33043;42.948273;1454.3882;409.62183;158.95058;268.3379;47303.762;518.33155;2791.5154;298.3816;1191.6421;6.9730054;3883.3675
2015-02-18;5.0279175;209.34324;1.2431356;1.4679999000000001;362.77515;240.51961;2752.8035;2.1000007;52.528092;429.22754;60.366563;974.57447;21.214285;177.80765;1464.9378;1.1753193;381.42261;220.5627;3445.0618;896.14356;688.52393;401.05713;;236.50419;95.155396;1746.7607;4.6179761;327.61524;181.02656;517.25;726.8981299999999;3.8503003000000002;28.903072;86.642334;154.70002;1631.6038;752.09571;8.8779834;314.32374;15995.641;2.5862696;30.264512;37.765806;832.47266;814.2518799999999;96.578934;139.62162;721.90455;1539.5669;1055.4694;10.002839999999999;140.23194;;186.15603;217.96265;8386.586;2384.3938;184.64171;22.582076;156.63825;9.3031275;102.25614;8.5447779;2486.8162;1182.5071;555.76441;1985.2574;1049.9585;;10.489949;;132.72724;7.521442899999999;556.39356;9239.1836;1379.1536;1482.1001;711.12842;2409.7186;579.5835;114.00301;15.55992;520.43238;37.756546;1256.9192;332.28834;237.03525;1098.6927;729.055;0.99783783;1.1640523;10.520694;1.4250008;2289.9625;1.3361904999999998;4.6310889;2.7723829;1890.3607000000002;587.3938;6799.879;435.11792;14.783833999999999;317.64722;547.50782;1.2008623;468.7168;119.1353;135.49999;1015.8309;4.1571827;;355.60645;10366.84;1.8949999;728.81128;6222.6875;207.44791;1596.3799;15.968056999999998;138.68155;34037.809;17.372437;441.06543;8.0606666;3.9694629;461.23438;25015.911;10771.735;539.50586;;;344.59327;;0.95256577;3.9236792000000005;;591.79078;99.511414;43.012085;1483.86;414.70435;164.50254;269.91749;49024.387;526.62598;2927.075;305.66431;1202.1443;6.9372828;3946.358
