;ES0178174019;IT0001464921;DE0006605009;FI0009000665;SE0000862997;IT0001465159;ES0161560018;NO0005668905;GB0001638955;GB0001421626;CH0012022494;GB0007981128;FR0000121121;GB0004052071;GB0001921781;FR0000045528;FR0000034639;GB0001430023;GB0000319581;ES0117160111;FI0009000459;GB0003308607;IT0001464921;GB0030738610;CH0002088976;IT0001469383;GB0009465807;IT0001464921;DE0005128003;GB0001583078;GB0033029744;ES0184940817;ES0130960018;GB0002502812;DE0007297004;IT0001464921;DK0010181759;DE0006569908;GB0001762680;FI0009000285;FR0000125684;SE0000171100;GB0031638363;IT0001464921;IT0001464921;GB0003294591;FI0009002422;FR0000130304;DE0007765638;IE0004554287;NL0000343135;IE0002424939;ES0113980330;ES0171743117;NL0000200889;DE0008400029;SE0000695876;DK0010287234;IT0001464921;AT0000937503;GRS074083007;SE0000110165;GB0009165613;FR0000120966;FI0009000202;SE0000114837;IT0001119087;SE0000104416;IT0001464921;GRS004013009;IT0001233417;IT0001453924;DE0005785638;DE0007771172;SE0000164477;CH0000816824;FR0000121204;ES0112501012;PTCPR0AM0003;GB0005203376;GB0005758098;CH0012280076;GB0002303468;IT0003039010;IT0001464921;GB0000456144;DE0005753008;GB0008218694;IT0001464921;CH0014786500;FI0009007835;IE0004614818;FR0000077919;NO0003053605;CH0010570759;IT0001464921;IT0001464921;IT0001464921;NL0000354934;DE0007251803;CH0012337421;IT0001423562;IT0001464921;DK0010262674;GB0033126615;FR0000121964;GB0003318416;IT0001464921;ES0184933812;SE0000718017;IT0000082963;IT0001464921;NL0000344265;GB0005145239;IT0001464921;GB0006466089;SE0000500308;GB0004564430;IT0000072725;DK0010259530;FR0000120685;IT0001464921;FR0000125379;NL0000390979;DK0010272632;IT0001464921;GB0006215205;ES0125220311;IT0003152417;ES0173093115;GB0002405495;IT0001464921;FR0000120560;IT0001464921;BE0003626372;CH0001441580;GB0000154020;AT0000809058;GB0001915395;GRS006013007;IT0001137345;DE0006602006;GB0000282623;GB0000904986;FR0000121881;GB0005576813;ES0118594417;FI0009007694;NL0000379121;GB0031575722
2002-12-24;37.25655;;218.66717;183.54944;184.4182;2002.8619;148.71323;294.9036;6.051558;298.04830000000004;1303.576;3.0392919999999997;8439.9415;226.2706;2.285965;1534.012;1659.5018;207.84364000000002;1.9808761000000001;174.93557;358.60108;5.694502;;1.436221;463.06495;395.13501;66.136172;;33.695221;0.2717104;;1778.6624;95.12193;3.0336689999999997;120.21985;;2322.0093;31.147156;1.1571692;173.47158;1597.841;309.5615;1.01125;;;31.715772;225.22207;;380.04126;;374.72901;4.2952735;815.2461;31.60643;29.05904;52.102753;69.89795;381.42701;;129.71602;10856.653;382.9324;2.5783448;1795.243;338.96436;490.68238;;174.4272;;4100.1797;167.05457;97.391282;114.10651;57.816956;204.737;88.418183;263.18946;117.62946;277.3423;16.569290000000002;112.238;551.9204;895.4981;100.14554;;339.81247;144.4768;0.6581391999999999;;230.9441;427.66529;115747.1;66.36363;317.2822;1362.563;;;;707.96778;275.87842;123.0957;17.1875;;2590.3057;4.6424659;459.49219;426.33389999999997;;1648.1626;67.58856;539.3289;;7948.672;256.43;;183.5125;166.0964;5.726895;1082.1663;252.7867;188.55948;;6.825758;194.4742;;;3.2090528000000003;715.08252;4.9000912;133.1543;398.5639;;185.4666;;78.914383;240.20327;1.1251900000000001;171.2277;5.4608399;1628.8541;323.76905;15.176964;3.1527784000000003;64.17496;1883.9827;1.366214;104.63398;969.49854;263.9172;0.6041667000000001
2002-12-25;37.25655;;218.66717;183.54944;184.4182;2002.8619;148.71323;294.9036;6.051558;298.04830000000004;1303.576;3.0392919999999997;8439.9415;226.2706;2.285965;1534.012;1659.5018;207.84364000000002;1.9808761000000001;174.93557;358.60108;5.694502;;1.436221;463.06495;395.13501;66.136172;;33.695221;0.2717104;;1778.6624;95.12193;3.0336689999999997;120.21985;;2322.0093;31.147156;1.1571692;173.47158;1597.841;309.5615;1.01125;;;31.715772;225.22207;;380.04126;;374.72901;4.2952735;815.2461;31.60643;29.05904;52.102753;69.89795;381.42701;;129.71602;10856.653;382.9324;2.5783448;1795.243;338.96436;490.68238;;174.4272;;4100.1797;167.05457;97.391282;114.10651;57.816956;204.737;88.418183;263.18946;117.62946;277.3423;16.569290000000002;112.238;551.9204;895.4981;100.14554;;339.81247;144.4768;0.6581391999999999;;230.9441;427.66529;115770.9;66.36363;317.2822;1362.563;;;;707.96778;275.87842;123.0957;17.1875;;2590.3057;4.6424659;459.49219;426.33389999999997;;1648.1626;67.58856;539.3289;;7948.672;256.43;;183.5125;166.0964;5.726895;1082.1663;252.7867;188.55948;;6.825758;194.4742;;;3.2090528000000003;715.08252;4.9000912;133.1543;398.5639;;185.4666;;78.914383;240.20327;1.1251900000000001;171.2277;5.4608399;1628.8541;323.76905;15.176964;3.1527784000000003;64.17496;1883.9827;1.366214;104.63398;969.49854;263.9172;0.6041667000000001
2002-12-26;37.25655;;218.66717;183.54944;184.4182;2002.8619;148.71323;294.9036;6.051558;298.04830000000004;1303.576;3.0392919999999997;8439.9415;226.2706;2.285965;1534.012;1659.5018;207.84364000000002;1.9808761000000001;174.93557;358.60108;5.694502;;1.436221;463.06495;395.13501;66.136172;;33.695221;0.2717104;;1778.6624;95.12193;3.0336689999999997;120.21985;;2322.0093;31.147156;1.1571692;173.47158;1597.841;309.5615;1.01125;;;31.715772;225.22207;;380.04126;;374.72901;4.2952735;815.2461;31.60643;29.05904;52.102753;69.89795;381.42701;;129.71602;10856.653;382.9324;2.5783448;1795.243;338.96436;490.68238;;174.4272;;4100.1797;167.05457;97.391282;114.10651;57.816956;204.737;88.418183;263.18946;117.62946;277.3423;16.569290000000002;112.238;551.9204;895.4981;100.14554;;339.81247;144.4768;0.6581391999999999;;230.9441;427.66529;115794.6;66.36363;317.2822;1362.563;;;;707.96778;275.87842;123.0957;17.1875;;2590.3057;4.6424659;459.49219;426.33389999999997;;1648.1626;67.58856;539.3289;;7948.672;256.43;;183.5125;166.0964;5.726895;1082.1663;252.7867;188.55948;;6.825758;194.4742;;;3.2090528000000003;715.08252;4.9000912;133.1543;398.5639;;185.4666;;78.914383;240.20327;1.1251900000000001;171.2277;5.4608399;1628.8541;323.76905;15.176964;3.1527784000000003;64.17496;1883.9827;1.366214;104.63398;969.49854;263.9172;0.6041667000000001
2002-12-27;35.47839;;212.15395;184.25812;178.7727;2042.919;145.36937;277.1604;5.8138819999999996;299.2902;1293.0633;3.0431150000000002;8407.4493;226.2706;2.274667;1589.458;1600.1092;208.30652999999998;1.9891298;172.12908;358.98047;5.694502;;1.426178;463.06495;382.68458;66.136172;;33.04094;0.2717104;;1695.0623;94.63414;3.0336689999999997;123.85067;;2322.0093;28.469483;1.1571692;174.73778;1556.187;309.5615;1.01125;;;31.990765;226.59539;;374.60035;;361.47193;4.2952735;801.6587;30.72981;29.05904;51.160889;70.91837;379.36524;;127.54508;10838.668;375.7749;2.5935401000000002;1797.968;334.74488;483.72242;;175.424;;4087.0416;162.2087;93.043473;112.59929;57.90886;205.59;84.577897;260.92066;113.26845;277.8606;16.569290000000002;112.238;554.3569;904.0269000000001;100.14554;;339.81247;144.81757;0.6878615;;231.6398;423.14625;114253.6;66.66666;319.7229;1354.1521;;;;716.59327;275.95069;116.9655;17.65625;;2580.3045;4.6728467;452.47706;422.968;;1652.1341;66.98509;518.541;;7956.676;256.43;;179.695;165.2314;5.747236;1090.1236;254.057;189.54668;;6.825758;199.1935;;;3.1890235000000002;701.99317;4.7611847;131.6317;396.1386;;189.53328;;78.894928;239.15067;1.141265;170.63927;5.4608399;1611.0523;312.26465;14.67936;3.0473145;63.89223;1804.657;1.4148910000000001;99.636506;969.49854;264.2175;0.6093746999999999
2002-12-30;33.95427;;213.41874;188.9827;178.7727;2023.9444;144.13743;275.9368;6.051558;299.2902;1253.115;3.0314550000000002;8366.836;226.2706;2.274667;1591.306;1565.1722;207.84364000000002;1.9561146;164.64518;362.39576;5.714482;;1.4060910000000002;463.06495;386.61622;66.136172;;32.288529;0.27105260000000003;;1562.4554;94.30893;3.047034;126.43256;;2296.2093;28.931153;1.1625255;176.76371;1578.68;314.1362;1.01125;;;32.265757;227.96866;;397.62037;;367.6587;4.2952735;811.84937;30.24281;29.05904;52.122773;71.42856;387.61231;;125.64544;10748.743;372.196;2.5935401000000002;1787.07;340.37085;490.68238;;173.4305;;3972.0525;161.18859;93.043473;114.45191;59.747254;206.8696;84.577897;261.04004;114.32924;277.3423;16.61908;111.9201;555.5754;900.6156;94.949265;;346.95485;143.11384;0.7048459;;231.6398;423.14625;117407.6;66.66666;317.2822;1446.6719;;;;685.40821;276.23902;119.1724;17.062485;;2575.304;4.7280811;453.88013;422.968;;1661.4009;66.38164;517.3862;;7800.66;258.6373;;179.695;167.8266;5.784536;1082.1663;260.4082;192.13816;;6.7156649;203.5196;;;3.281167;703.78638;4.7659741;133.4311;403.4146;;206.79992;;79.225846;239.15067;1.149302;172.1103;5.5707911;1597.701;304.8689;14.67936;3.2138355;63.96293;1834.4043;1.440853;101.19822;968.47266;258.2124;0.6210934
2002-12-31;33.95427;;213.41874;188.9827;178.7727;2023.9444;144.13743;275.9368;6.088123;299.91110000000003;1253.115;3.002307;8366.836;224.25029999999998;2.274667;1613.484;1596.6153;207.84364000000002;1.9643682999999998;164.64518;362.39576;5.724473000000001;;1.456308;463.06495;386.61622;66.451094;;32.288529;0.27105260000000003;;1562.4554;94.30893;3.047034;126.43256;;2296.2093;28.931153;1.1625255;176.76371;1615.336;314.1362;1.01125;;;32.265757;227.96866;;397.62037;;367.6587;4.2952735;811.84937;30.24281;29.05904;52.122773;71.42856;387.61231;;125.64544;10928.59;372.196;2.5935401000000002;1789.794;340.37085;490.68238;;173.4305;;3981.9083;161.18859;93.043473;114.45191;59.747254;206.8696;84.577897;262.71192;114.32924;276.4785;16.64398;111.9201;555.5754;933.0238;94.949265;;343.38368;143.11384;0.726076;;231.6398;423.14625;121344.9;69.69696;317.2822;1446.6719;;;;696.68799;276.23902;119.1724;17.062485;;2575.304;4.7888379;452.82764;426.33389999999997;;1661.4009;66.38164;517.3862;;7992.676;261.94849999999997;;179.9677;167.8266;5.808269;1082.1663;260.4082;196.21047;;6.6055718;203.5196;;;3.2210743;703.78638;4.7659741;133.4311;413.11589999999995;;204.66665;;80.062851;239.15067;1.137246;172.1103;5.5707911;1613.2776;304.8689;14.67936;3.1805323;63.96293;1834.4043;1.4343620000000001;101.19822;968.47266;256.7112;0.6197917000000001
2003-01-01;33.95427;;213.41874;188.9827;178.7727;2023.9444;144.13743;275.9368;6.088123;299.91110000000003;1253.115;3.002307;8366.836;224.25029999999998;2.274667;1613.484;1596.6153;207.84364000000002;1.9643682999999998;164.64518;362.39576;5.724473000000001;;1.456308;463.06495;386.61622;66.451094;;32.288529;0.27105260000000003;;1562.4554;94.30893;3.047034;126.43256;;2296.2093;28.931153;1.1625255;176.76371;1615.336;314.1362;1.01125;;;32.265757;227.96866;;397.62037;;367.6587;4.2952735;811.84937;30.24281;29.05904;52.122773;71.42856;387.61231;;125.64544;10928.59;372.196;2.5935401000000002;1789.794;340.37085;490.68238;;173.4305;;3981.9083;161.18859;93.043473;114.45191;59.747254;206.8696;84.577897;262.71192;114.32924;276.4785;16.64398;111.9201;555.5754;933.0238;94.949265;;343.38368;143.11384;0.726076;;231.6398;423.14625;121368.8;69.69696;317.2822;1446.6719;;;;696.68799;276.23902;119.1724;17.062485;;2575.304;4.7888379;452.82764;426.33389999999997;;1661.4009;66.38164;517.3862;;7992.676;261.94849999999997;;179.9677;167.8266;5.808269;1082.1663;260.4082;196.21047;;6.6055718;203.5196;;;3.2210743;703.78638;4.7659741;133.4311;413.11589999999995;;204.66665;;80.062851;239.15067;1.137246;172.1103;5.5707911;1613.2776;304.8689;14.67936;3.1805323;63.96293;1834.4043;1.4343620000000001;101.19822;968.47266;256.7112;0.6197917000000001
2003-01-02;36.66383;;221.00693;193.70727;175.95;2045.0274;148.71323;293.6799;6.453773999999999;299.2902;1253.115;3.0314550000000002;8326.2188;226.34900000000002;2.3236250000000003;1773.354;1862.1358;209.6952;1.9065931;174.74843;367.70826;6.014192;;1.486439;463.06495;395.79029;68.02578199999999;;33.695221;0.27105260000000003;;1686.4141;96.09755;3.0693070000000002;125.06093;;2384.6668;33.578614;1.1464545;172.25597;1659.489;318.7112;1.0325;;;32.876851;233.4619;;411.5022;;396.82398;4.2952735;810.49048;32.09343;29.05904;54.096665;70.91837;391.73584;;126.73092;11024.512;404.4053;2.5935401000000002;1797.968;337.55787;501.12256;;177.4174;;4077.1849;165.77932;100.21738;114.76587;59.655335;206.4431;84.577897;264.86133;113.88723;280.7983;16.4199;113.19200000000001;555.5754;931.3181;100.61789;;339.26305;152.1095;0.7090919;;231.6398;447.79566;125307.7;69.0909;327.0447;1446.6719;;;;719.91089;286.69727;119.1724;17.906235;;2535.2994;4.7363648000000005;464.05201;422.968;;1649.4864;68.19203;555.4973;;7992.676;267.835;;178.877;167.8266;5.835395999999999;1098.0801;254.057;202.13378;;6.825758;205.4859;;;3.2851733999999997;725.30323;4.7468148;135.2305;419.98769999999996;;212.66662;;80.646836;239.15067;1.149302;172.69872;5.5891163;1657.7818;318.42774;15.649691;3.2970948;64.66969;1958.3506;1.440853;104.94631;970.52442;277.7285;0.6223959
2003-01-03;37.76459;;226.38187;193.94347;176.8909;2045.0274;148.00925;284.5024;6.4903390000000005;297.4273;1236.2947;3.0314550000000002;8309.9727;237.7182;2.316093;1793.685;1816.7178;210.15809000000002;1.8900853;174.00002;368.46729;6.144067;;1.426178;456.0752;402.9983;69.60043;;36.083329;0.2723683;;1732.5381;96.58536;3.073762;124.81887;;2380.981;37.210389;1.1357396;168.91315;1632.83;324.8108;1.0425;;;33.457029000000006;240.32844;;383.59888;;422.45386;4.2952735;835.6272;31.70383;29.05904;56.291001;70.40816;396.89014;;125.10267;11036.5;420.51;2.6087378;1819.761;344.30909;511.5625;;183.3978;;4103.4649;166.79955;102.39129;116.80689;59.747254;207.2961;93.492859;268.68262;113.44524;277.6877;16.48215;115.73559999999999;555.5754;934.73;102.03507;;339.26305;145.56711;0.6857384999999999;;232.3354;458.47706;125331.5;71.69696;341.6885;1429.8501;;;;733.18116;283.52369;125.0575;17.587494;;2535.2994;4.6949415;457.03687;422.968;;1654.7818;68.19203;560.1167;;8020.676;275.1931;;179.9677;166.9615;5.896427999999999;1097.285;254.6921;199.91256;;6.9358511;204.5027;;;3.269148;721.71729;4.7659741;135.1128;416.3497;;216.7333;;81.503342;245.46627;1.1292090000000001;172.99291;5.6624146;1680.0337;335.27369;15.898492;3.3748047000000003;65.80051;2112.0438;1.450588;105.57099;959.23926;279.2297;0.6197917000000001
2003-01-06;37.76459;;217.97158;193.94347;176.8909;2040.8106;148.00925;277.1604;6.417206999999999;293.7018;1253.115;3.0314550000000002;8374.9571;237.7182;2.259604;1796.457;1904.0599;209.6952;1.8735777999999998;174.00002;368.46729;5.974233000000001;;1.365917;454.32764;413.48292;68.183243;;37.849869;0.2730261;;1732.5381;96.58536;3.096035;126.67463;;2373.6097;37.487397;1.1089538;168.91315;1675.316;324.8108;1.0375;;;34.230605999999995;240.32844;;388.62159;;436.59473;4.3781959;835.6272;31.70383;29.05904;58.425217;70.40816;395.85938;;125.10267;11036.5;420.51;2.6087378;1821.94;344.30909;511.5625;;183.3978;;4103.4649;169.98757;104.99999;120.22945;59.747254;207.2961;92.807099;273.698;113.44524;276.6511;16.15848;113.19200000000001;543.3916;933.8769;102.74363;;339.26305;146.52131;0.6623853;;233.031;458.47706;125355.3;71.39394;336.8071;1412.1873;;;;732.51783;282.00904;128.9808;17.674988;;2510.2964;4.7360206;453.88013;418.48040000000003;;1654.7818;68.19203;565.8911;;8080.684;278.1364;;176.9682;166.9615;5.84896;1070.2305;256.5974;198.67852;;6.9358511;203.1263;;;3.2851733999999997;721.71729;4.7420254;135.1128;416.3497;;226.39994;;81.016694;247.361;1.1573390000000001;172.99291;5.552463400000001;1680.0337;326.64527;16.346329;3.4525147;65.80051;2121.9598;1.457079;105.57099;959.23926;284.6343;0.6197917000000001
2003-01-07;38.44199;;210.57308;194.17971;172.1864;2023.9444;145.54537;297.9629;6.526907;287.49240000000003;1278.3455;3.0314550000000002;8537.418;234.6175;2.210645;1866.689;1938.9966;206.91778;1.8818316;173.62589;369.98511;5.6745209999999995;;1.365917;463.93848;396.44556;68.970586;;37.391877;0.2611842;;1741.1866;97.88617;3.100491;128.36899;;2340.438;36.379395;1.1196675999999999;176.25719;1691.145;320.2361;1.02125;;;33.263638;243.89901;;392.73731;;415.38355;4.3781934;821.36036;31.31422;29.05904;60.008347;69.89795;387.61231;;125.64544;11012.52;426.7729;2.6087378;1797.422;341.77735;511.5625;;188.3814;;3985.1939;167.30961;103.26087;119.28745;58.000794;217.533;94.635804;273.45923;106.66799;277.5151;16.18338;113.5099;545.8284;934.73;103.92461;;340.63661;146.79386;0.6560161;;233.031;451.90381;125379.1;68.54544;329.4854;1370.9739;;;;725.219;284.89405;133.6398;17.374985;;2510.2964;4.8130518;452.47706;428.57779999999997;;1706.4109;68.7955;553.1875;;8100.688;275.1931;;177.2409;172.152;5.8150509999999995;1071.0264;251.5164;197.44449;;6.7156649;196.6373;;;3.2851733999999997;721.5376;4.8426123;137.3647;413.11589999999995;;226.66666;;80.724686;247.782;1.197524;173.58133;5.2226148;1693.3851;331.98658;16.197053;3.4414136;65.65917999999999;2007.929;1.466814;106.66419;984.88746;287.6367;0.6119789
2003-01-08;38.18796;;200.4555;193.70727;170.3045;1988.1038;143.43346;293.0681;6.54519;285.0086;1261.5252;3.060603;8423.6954;227.3826;2.180517;1776.127;1764.3123;205.06614000000002;1.9231008;173.90653;371.88257;5.704492;;1.2855690000000002;463.06495;399.06666;68.02578199999999;;34.349503;0.2605263;;1721.0071;100.4878;3.158401;129.09516;;2299.8951;34.224946;1.1089538;172.20536;1673.651;320.2361;0.9912497;;;33.553726000000005;239.50443;;393.43482;;415.38355;4.5440357;815.92554;31.07072;29.05904;55.609665;67.85713;393.79761;;126.29671;10850.661;433.0359;2.669524;1757.104;329.1189;490.68238;;182.401;;3952.3399;168.58486;100.21738;114.98571;59.103806;208.1492;96.00734;277.04175;106.22599;278.7246;16.18338;114.4637;533.6448;938.1413;101.09028;;338.43895;145.83977;0.6411549;;232.3354;447.38477;121484.8;62.60605;318.5024;1386.1136;;;;734.50831;278.04224;125.7931;16.981247;;2505.2957;4.941438;451.07398;431.94339999999994;;1654.7818;67.58856;537.019;;8340.703;271.882;;175.60479999999998;167.8266;5.784536;1077.3917;254.057;194.48279;;6.6055718;196.244;;;3.2851733999999997;720.46192;4.9432002;137.224;408.2652;;221.3333;;79.80983;241.25586;1.189487;174.46395;4.9294141;1648.8809;315.55176;15.475527;3.2859937;65.51781;1968.2662;1.424627;100.57354;974.62818;277.7285;0.5885414
2003-01-09;38.69601;;208.67609;192.52613;172.1864;1971.2376;145.19339;305.9167;6.54519;278.1784;1259.4227;3.072263;8050.0313;227.3826;2.157921;1829.725;1802.743;204.60321;1.9231008;173.06463;358.60108;6.214001;;1.325743;461.31739;399.06666;66.923516;;34.284073;0.2638156;;1726.7728;99.51219;3.029214;129.90192;;2314.638;34.686615;1.1250248999999999;175.54812;1643.66;326.3357;0.9399997;;;33.650423;237.58181;;408.01417;;427.7566;4.5440357;815.2461;30.68112;29.05904;55.609665;68.36734;387.61231;;124.83135;10754.739;420.51;2.6188672000000004;1743.484;327.71241;487.2024;;183.3978;;3938.5408;172.4105;106.08693;120.82605;58.644211;204.737;96.00734;285.40064;106.07866;277.3423;16.24562;114.4637;534.863;924.495;102.97982;;336.51601999999997;142.63674;0.6305397;;232.3354;439.57911;119157.3;64.36363;327.0447;1361.722;;;;709.95826;287.49048;126.5287;18.75;;2525.2981;4.7987867;451.7754;440.9189;;1668.0201;66.38164;554.3423;;8300.703;277.7684;;177.2409;167.8266;5.764192;1055.9078;256.5974;194.35943;;6.825758;197.6204;;;3.2611353000000003;722.07569;5.0533677;138.3499;405.2336;;209.99999;;79.595704;240.62433;1.161357;174.46395;4.9660669;1635.5296;328.69971;15.475527;3.3803541;66.36594;1903.814;1.4019110000000001;102.13524;973.6023;279.53;0.5937498
2003-01-10;38.61134;;216.20099;194.17971;173.1273;1960.6961;144.31342;312.0349;6.435491;276.3155;1328.8067;3.072263;8269.3555;235.6511;2.157921;1792.761;1816.7178;205.06614000000002;1.9726222999999998;174.93557;357.46265;6.693538;;1.265482;471.80201;392.51392;66.766055;;35.658051;0.2671051;;1723.8899;98.86179;3.051489;131.59635;;2344.1238;34.717392;1.1250248999999999;176.76371;1661.154;330.9106;0.9499997;;;33.457029000000006;238.95513;;408.22364;;436.59473;4.5440357;815.2461;32.38562;29.05904;57.613617;69.89795;384.51954;;122.17186;10658.825;422.2993;2.6289990999999997;1794.698;331.93189;487.2024;;185.3912;;3897.8021;176.36373;106.52173;124.15441;59.19574;207.7227;92.349915;289.10254;105.342;276.4785;16.395;114.4637;536.0815;931.3181;102.50742;;325.5277;141.06933;0.6114325;;232.3354;447.79566;117613.3;64.84848;330.7056;1370.9739;;;;707.3042;292.10669;132.4138;19.212494;;2570.3035;4.9072021999999995;453.17847;464.4795;;1660.0772;63.36429;568.2009;;8260.699;275.9289;;173.6961;168.6917;5.750627;1054.3167;256.5974;194.97645;;6.825758;193.4911;;;3.3092115;730.68262;5.0725251;140.1796;413.5202;;211.3333;;79.517823;239.9928;1.165376;174.46395;4.8927637;1604.3768;328.28882;15.425768;3.4691674999999997;68.48625;1973.2242;1.3759489999999999;106.03951;974.62818;278.3291;0.6510419000000001
2003-01-13;39.03471;;223.15691;200.79412;180.6545;1962.8045;145.19339;342.6267;6.435491;275.6946;1339.3194;3.165537;8155.6329;238.7518;2.146623;1704.047;1830.6924;207.38071;1.9973823;173.06463;357.84205;6.593633;;1.2956120000000002;471.80201;400.3772;67.238438;;36.443177;0.2651315;;1703.7107;100.4878;3.051489;133.93615;;2366.2381;34.532715;1.1571692;177.27022;1647.826;333.9604;0.9349997999999999;;;33.263638;245.82165;;402.50342;;441.89747;4.6103711;815.92554;32.77522;29.05904;57.002411;68.87755;383.48877;;123.31159;10736.758;421.4045;2.634065;1732.586;337.55787;490.68238;;189.3781;;3828.1517;176.87377;106.9565;127.76536;59.379563;211.9881;93.721451;298.53638;105.93133;277.3423;16.51949;114.4637;536.0815;912.555;102.50742;;327.45063;140.45591;0.6135555;;230.9441;462.9961;115284.8;61.87877;340.4683;1370.9739;;;;713.27588;297.15552;139.7701;19.793747;;2560.3023;4.9699683;455.98462;474.577;;1679.9344;65.77817;575.1301;;8240.695;272.2499;;172.33270000000002;168.6917;5.750627;1053.5206;254.057;192.50838;;6.825758;196.0473;;;3.2711523999999996;728.35157;5.2305928;138.7722;413.11589999999995;;213.53331;;79.615159;240.83486;1.165376;174.46395;4.8377906;1570.9986;328.69971;16.147294;3.4636158;69.33438;1983.1399;1.395421;105.72716;973.6023;282.8328;0.6250002
2003-01-14;40.0508;;233.33777;205.51868;181.5954;1914.3143;146.7773;354.8633;6.801145;275.6946;1370.8575;3.1946879999999998;8504.9258;236.6846;2.142857;1829.725;1932.0093;208.30652999999998;1.9973823;175.68396;358.22144;6.393828;;1.2956120000000002;466.55958;395.79029;67.238438;;38.111588;0.2657892;;1703.7107;103.5772;2.904482;133.69411;;2373.6097;34.224946;1.1893125;182.33509;1685.314;332.4355;0.9324998;;;34.3273;251.86417;;394.41138;;441.89747;4.6103711;822.0398;33.01872;29.05904;56.220856;69.89795;376.27247;;125.80825;10706.782;414.2471;2.507428;1721.69;335.30738;490.68238;;193.365;;3832.094;177.25638;109.56522;130.96814;60.206833;213.2677;93.721451;301.52173;107.84664;276.4785;16.55684;115.0996;539.7366;912.555;104.1608;;330.47243000000003;140.38779;0.5944482;;232.4745;460.12037;123935.4;62.42422;341.6885;1379.3848;;;;743.13379;308.55127;137.318;19.781235;;2510.2964;5.0840894;455.98462;467.8452;;1718.3255;65.1747;576.2852;;8340.703;270.77819999999997;;172.33270000000002;170.4219;5.726895;1056.7032;256.5974;195.09981;;6.9358511;196.6373;;;3.2611353000000003;740.54444;5.0821095;139.3351;404.223;;215.33324;;79.712494;246.93993;1.221635;174.75815;4.8377906;1566.5481;318.42774;15.973133;3.4192115000000003;68.55695;2107.0862;1.362968;108.06971;969.49854;278.6294;0.5885414
2003-01-15;40.55884;;229.73333;199.14051;178.7727;1939.6136;146.07334;348.7449;6.673169000000001;275.6946;1358.2422;3.2821339999999997;8464.3125;236.6846;2.108963;1801.078;1851.6543;208.30652999999998;2.0469053;173.53225;345.69898;6.423795999999999;;1.37596;475.29664;389.89258;66.923516;;35.101914;0.2644734;;1729.6556;101.1382;2.819844;132.32248;;2336.7522;32.778382;1.210741;182.33509;1676.15;340.0603;0.9099997999999999;;;34.230605999999995;252.68818;;390.57471;;433.05958;4.5108667;816.60499;33.45703;29.05904;56.130677;67.34692;366.99463;;127.38218;10844.665;416.0364;2.547952;1748.932;336.71387;494.16236;;198.3487;;3800.5545;175.72609;106.73913;134.07673;60.206833;213.2677;90.384049;300.92457;110.9406;279.0703;16.53194;117.9613;533.6448;902.3213000000001;101.79888;;332.39536;139.70636;0.5795871;;231.6398;457.65528;127096.9;63.51514;341.6885;1370.9739;;;;753.75;305.81031;132.4138;19.512482;;2515.2969;5.1810938;455.63379;453.26019999999994;;1702.4395;63.96776;561.2717;;8340.703;273.35360000000003;;138.0964;171.2869;5.720112;1046.3592;258.5029;189.05308;;6.825758;196.8339;;;3.2491163;740.99268;5.1347971;140.0388;405.63779999999997;;209.99999;;79.420487;244.83474;1.169394;175.05237;4.6362159;1586.575;329.52149;15.475527;3.4303101;68.48625;1998.0135;1.233163;106.97652;959.23926;276.5276;0.5989582999999999
2003-01-16;41.15155;;232.70539;199.84919;182.5364;1918.5308;149.59319;348.7449;6.563469;285.6296;1354.0372;3.322939;8244.9883;235.6511;2.086367;1820.484;1851.6543;208.76934;2.1459482;174.00002;351.77051;6.423795999999999;;1.4161340000000002;465.68604;397.75611;66.766055;;35.919755;0.2631578;;1755.6001;102.1138;2.784204;128.2883;;2314.638;33.82483;1.2321706000000001;180.30909;1686.146;338.5352;0.9199997000000001;;;34.133908999999996;257.63184;;390.22608;;425.10523;4.3781934;823.39869;33.60313;29.05904;55.108674;67.85713;377.30347;;130.47587;10898.614;390.9849;2.5580833999999997;1754.38;337.55787;487.2024;;198.3487;;3729.5896;173.43073;106.30433;140.01127;58.828064;213.2677;89.103959;291.37134;112.56124;279.2429;16.569290000000002;117.6433;531.208;921.0838;99.200745;;337.88953999999995;135.27659;0.5817101;;230.9441;462.9961;129474.3;65.75757;340.4683;1362.563;;;;744.46094;309.41675;132.9042;19.312485;;2500.2952;5.2952125;452.47706;448.7726;;1701.1158;65.77817;555.4973;;8300.703;274.4573;;135.00889999999998;171.2869;5.720112;1038.4019;258.5029;187.57227;;6.9358511;196.6373;;;3.2531225999999998;742.80469;5.0485802;139.7573;404.223;;210.6666;;78.44719;245.88733;1.145283;174.75815;4.6911914999999995;1622.1785;331.1648;15.923373;3.5302222;67.63813;1983.1399;1.252634;107.28887;964.3689;276.2273;0.6145830999999999
