;ES0178174019;IT0001464921;DE0006605009;FI0009000665;SE0000862997;IT0001465159;ES0161560018;NO0005668905;GB0001638955;GB0001421626;CH0012022494;GB0007981128;FR0000121121;GB0004052071;GB0001921781;FR0000045528;FR0000034639;GB0001430023;GB0000319581;ES0117160111;FI0009000459;GB0003308607;IT0001464921;GB0030738610;CH0002088976;IT0001469383;GB0009465807;IT0001464921;DE0005128003;GB0001583078;GB0033029744;ES0184940817;ES0130960018;GB0002502812;DE0007297004;IT0001464921;DK0010181759;DE0006569908;GB0001762680;FI0009000285;FR0000125684;SE0000171100;GB0031638363;IT0001464921;IT0001464921;GB0003294591;FI0009002422;FR0000130304;DE0007765638;IE0004554287;NL0000343135;IE0002424939;ES0113980330;ES0171743117;NL0000200889;DE0008400029;SE0000695876;DK0010287234;IT0001464921;AT0000937503;GRS074083007;SE0000110165;GB0009165613;FR0000120966;FI0009000202;SE0000114837;IT0001119087;SE0000104416;IT0001464921;GRS004013009;IT0001233417;IT0001453924;DE0005785638;DE0007771172;SE0000164477;CH0000816824;FR0000121204;ES0112501012;PTCPR0AM0003;GB0005203376;GB0005758098;CH0012280076;GB0002303468;IT0003039010;IT0001464921;GB0000456144;DE0005753008;GB0008218694;IT0001464921;CH0014786500;FI0009007835;IE0004614818;FR0000077919;NO0003053605;CH0010570759;IT0001464921;IT0001464921;IT0001464921;NL0000354934;DE0007251803;CH0012337421;IT0001423562;IT0001464921;DK0010262674;GB0033126615;FR0000121964;GB0003318416;IT0001464921;ES0184933812;SE0000718017;IT0000082963;IT0001464921;NL0000344265;GB0005145239;IT0001464921;GB0006466089;SE0000500308;GB0004564430;IT0000072725;DK0010259530;FR0000120685;IT0001464921;FR0000125379;NL0000390979;DK0010272632;IT0001464921;GB0006215205;ES0125220311;IT0003152417;ES0173093115;GB0002405495;IT0001464921;FR0000120560;IT0001464921;BE0003626372;CH0001441580;GB0000154020;AT0000809058;GB0001915395;GRS006013007;IT0001137345;DE0006602006;GB0000282623;GB0000904986;FR0000121881;GB0005576813;ES0118594417;FI0009007694;NL0000379121;GB0031575722
2001-10-08;53.09059;;219.036;126.92435;;1560.5447;163.84853;457.5769;13.29067;209.5889;996.52564;5.8162519999999995;7386.2188;258.9488;1.985891;1151.187;15600.524;191.85661;0.88054535;197.16642;311.09375;6.7355100000000006;;1.3997479999999998;424.90308;356.9502;67.854297;;138.90284;0.05263158;;2228.8091;;3.082803;110.70444;;2806.6717;195.01038;1.2436608;117.63439;1338.085;232.0135;;;;45.143711;220.08136;;373.44092;;524.15113;3.7968067000000003;588.81495;39.41878;;113.9422;;379.3379;;155.75269;9599.0665;687.6636;2.1854001;1860.761;235.98104;501.63184;;283.438;;2964.386;249.31479;132.17391;334.05811;37.952958;259.8418;97.266663;236.38064;107.77356;321.042;12.23976;83.97305;448.0344;1068.4080000000001;184.22999;;243.8593;106.65387;0.7215600999999999;;201.8161;361.98584;121549.5;55.93938;524.7361;1483.75;;;;573.20411;213.31322;66.20689;18.718735;;2732.8858;4.980525;336.14673;351.0395;;1103.8545;86.77126;784.1106;;8843.18;345.25919999999996;;153.85829999999999;170.3915;3.780374;1622.035;264.2192;217.02614;;8.2569657;162.8083;;;5.7934766;691.60572;8.28893;126.8627;555.36;;213.73331;;78.587372;391.56714;0.7982518000000001;155.1838;5.6303345;2927.1583;314.3191;20.070084;8.3956397;52.40469;3066.0679;1.427227;124.71717;947.55982;307.6768;
2001-10-09;53.25995;;214.34907;128.02802;;1583.1912;162.79259;457.5769;13.65233;208.99849999999998;979.91675;5.7495899999999995;7656.5391;254.09959999999998;1.989575;1154.745;16569.071;191.85661;0.92020951;195.02941;315.2417;6.716458;;1.370586;418.10474;363.00025;69.352227;;140.57122;0.05263158;;2375.6688;;3.129128;111.88216;;2832.0879;196.16646;1.2536094;118.85975;1344.234;242.2279;;;;45.989102;224.81432;;373.44092;;531.13965;3.812898;594.70313;38.74164;;115.27631;;414.19581;;158.52744;9657.8086;692.1003;2.1854001;1860.761;239.95824;494.94336;;287.3477;;2938.3616;251.17078;133.04348;332.51148;39.760239;268.2236;101.7907;246.56489;109.04694;318.3665;12.16734;77.95344;462.5654;1061.938;183.28521;;245.17743;106.51757;0.7236575000000001;;201.8161;374.97022;120830.4;55.1515;532.0579;1483.75;;;;538.55982;211.60668;64.98083;19.437485;;2806.7476;5.0916968;335.12085;357.4807;;1109.6219;87.36967;767.3083;;8668.645;343.86;;154.88389999999998;165.4286;3.860808;1683.9744;266.1245;216.78924;;8.2569657;163.7495;;;5.900761800000001;680.99292;8.4716492;128.6005;560.8625;;217.13328;;77.481614;391.56714;0.7595016;155.76609;5.6663135;2920.8348;313.90821;21.651352;8.363757399999999;52.669650000000004;3252.9068;1.439913;125.02703;1015.5948;316.595;
2001-10-10;55.46146;;221.84823;129.13172;;1583.1912;162.79259;475.8801;13.74274;219.62560000000002;979.91675;5.788477;7815.1055;254.09959999999998;1.985891;1160.083;16603.665;189.69122;0.94400803;196.79482;318.92872;6.7355100000000006;;1.380307;402.80811;385.99024;68.153907;;152.93709;0.05263158;;2418.8626;;3.145974;113.45243;;2817.9988;197.17043;1.2436608;124.49636;1345.002;243.6871;;;;46.665391;220.31803;;369.97999;;609.76221;3.7968091;588.16089;42.75607;;112.83539;;410.09498;;157.5327;9781.1758;692.1003;2.1854001;1851.723;238.63253;494.94336;;291.2571;;2902.8743;262.92505;144.13041;337.76978;47.441208;272.4148;104.95752;262.64502;107.19477;317.6978;12.3484;80.92984;474.4321;1067.599;186.11953;;243.8593;106.92647;0.7278528;;201.8161;376.15064;120852.6;55.75757;543.0408;1467.0787;;;;503.91578;206.20279;66.94252;21.937485;;2865.837;5.0694628999999996;338.54053;373.5834;;1107.315;90.96021;796.4324;;8707.434;343.86;;157.4483;165.4286;4.018816;1645.2627;266.7598;220.10622;;8.0367795;163.7495;;;5.900761800000001;686.29932;8.4052067;129.0016;576.977;;217.99997;;77.881974;393.67237;0.7595016;155.47492;6.4218213;2929.2645;320.48218;21.310776;8.6506983;52.13965;3669.7002;1.411368;130.13967;1015.5948;337.4041;
2001-10-11;55.88483;;234.34673;133.105;;1609.9551;169.83227;488.082;13.58;217.2639;1038.0474;5.86625;7935.918;267.67740000000003;1.974837;1150.297;17295.485;185.36036000000001;0.97573945;199.11771;336.25782;6.783144999999999;;1.419189;418.10474;378.12525;71.449258;;153.62404;0.05789474;;2372.7891;;3.154399;113.84501;;2759.4703;203.5288;1.2187869999999998;127.43726;1383.431;250.9831;;;;51.399570999999995;228.36402;;376.90186;;666.54542;3.812898;589.46924;42.90117;;115.6222;;408.04444;;161.09273;9892.793;798.5771;2.3109979999999997;1839.495;233.32956;515.00855;;308.8499;;2907.6063;266.01807;166.08693;334.05811;61.357285;274.5103;116.72001;273.36524;113.44587;317.6978;12.67431;89.8198;466.6824;1040.9089999999999;190.84339;;243.8593;105.08643;0.7215600999999999;;203.169;397.39771;120874.6;62.1212;541.8206;1483.75;;;;516.51343;208.407;74.78928;23.562485;;2757.5064;5.176189000000001;335.12085;429.4063;;1126.9236;92.15706;828.917;;8552.285;357.5025;;161.0383;167.9101;4.067825;1629.7776;267.3948;223.18628;;8.0367795;166.5727;;;5.8969312;694.25904;8.5214835;130.8731;588.375;;229.33329;;80.398606;420.40821;0.6820016;155.1838;7.1953174;2941.91;341.02588;21.481064;8.8844996;52.40469;3688.8633;1.452599;137.88607;956.43384;347.8086;
2001-10-12;55.88483;;232.15944;130.2354;;1605.8375;169.83227;463.678;13.61616;218.4448;1038.0474;5.927356;7822.6563;271.5568;1.974837;1152.076;17274.727;184.49415000000002;0.9836721900000001;199.11771;323.62964;6.811726;;1.438629;430.00196;380.54517;72.19820399999999;;153.75493;0.054605259999999996;;2372.7891;;3.0449;113.37392;;2686.8526;201.39921;1.2187869999999998;129.93696;1411.868;245.1463;;;;48.694336;230.73049;;377.94019;;672.66041;3.8289869;589.46924;42.90117;;116.61042;;393.69117;;163.44863;9810.5508;776.3945;2.5521464;1857.039;239.6931;511.66431;;309.8271;;2909.9722;258.59449;159.7826;338.38843;58.284897;270.3191;119.20823;265.05713;113.44587;309.3374;12.68638;89.51324000000001;455.2998;1035.248;186.59192;;241.22296999999998;104.95014;0.7488283;;203.3945;401.33228;132761.8;61.63635;560.1252;1500.4214;;;;544.85889;214.02421;75.27969;22.8125;;2683.6446;5.0249927;337.85645;436.92080000000004;;1126.9236;93.3539;785.2307;;8571.68;357.5025;;162.0641;165.4286;3.97634;1672.3611;262.949;222.4755;;7.8165942;166.5727;;;5.8816041;694.25904;8.3387604;130.8731;590.7332;;219.99999;;79.121232;425.25025;0.7595016;155.76609;7.1593409;2948.2317;341.02588;22.016266;8.8844996;52.3384;3492.4434;1.4335689999999999;137.88607;976.1543;349.2949;
2001-10-15;57.74767;;232.72185;130.2354;;1595.5438;170.00826;472.8296;13.61616;221.9871;1054.6563;5.932910000000001;8034.0821;271.5568;1.974837;1153.855;16942.657;184.49415000000002;0.9678065499999999;197.63103;329.98975;6.878413;;1.44835;424.90308;374.49512;72.947149;;152.7735;0.054605259999999996;;2398.7056;;3.011208;113.84501;;2672.3292;198.29606;1.2038627;132.33869;1348.845;245.1463;;;;50.216055;231.9137;;373.57935;;650.82081;3.8515087999999995;588.81495;43.38484;;114.83161;;397.792;;161.51157;9704.8086;789.7041;2.6174561;1855.445;241.28399;511.66431;;298.0986;;2919.4354;254.88263;153.91305;338.69776;57.833085;270.3191;112.64838;262.64502;115.7611;299.3047;12.54153;91.96574000000001;484.3616;1051.424;186.59192;;243.06835999999998;107.67612;0.7467308;;202.9435;405.26685;137234.0;59.0909;567.4473;1483.75;;;;535.41041;221.13465;68.90421;22.5;;2752.5821;5.1139307;337.51465;450.8764;;1123.4632;96.34601;761.7075;;8338.969;357.5025;;162.5768;167.9101;3.986143;1742.043;255.3273;220.34316;;7.5964089;167.5138;;;5.889267599999999;690.89844;8.4218178;132.4772;580.9073000000001;;218.66659;;77.596009;421.0398;0.864127;155.47492;7.033422900000001;3013.5601;346.77808;21.772995;8.7144605;52.3384;3473.2803;1.401853;137.88607;986.01441;343.3494;
2001-10-16;59.94919;;231.2221;132.4428;;1607.8963;168.7763;518.5872;13.86931;222.5775;1106.5586;6.01624;7890.6172;277.3759;1.974837;1165.421;16949.575;186.65961;0.9678065499999999;199.76818;331.83326;6.878413;;1.526114;416.40503;390.83008;74.894415;;157.15714;0.054605259999999996;;2585.8794;;2.969092;116.98555;;2636.0203;208.39646;1.1988889;132.28963;1398.034;243.6871;;;;51.737735;224.81432;;371.01807;;637.71705;4.0220459;592.08619;43.48157;;118.58686;;395.7417;;163.6581;9957.4141;838.5061;2.6526221;1855.445;238.10222;511.66431;;298.0986;;2933.6304;253.02665;163.04348;337.15113;59.640366;270.3191;119.88683;255.40902;115.18229;298.4685;12.93987;92.27223;503.7361;1046.5710000000001;185.64713;;243.06835999999998;111.08352;0.8138527000000001;;203.3945;397.39771;133547.1;60.60605;560.1252;1467.0787;;;;519.66309;225.61426;73.56322;23.75;;2732.8858;5.1584009;338.54053;475.56730000000005;;1120.0027;98.14128;793.072;;8319.574;369.7457;;156.6789;178.6629;4.100498;1726.5579;265.4895;216.43383;;8.2569657;167.5138;;;5.9160889;702.21875;8.5214835;132.3436;606.0616;;212.73325;;78.167969;427.35547;0.8525020000000001;155.47492;6.8715284;3091.534;367.73267;20.313355;8.9270093;53.46469;3545.1412;1.427227;145.01278;977.14039;344.8359;
2001-10-17;62.23538;;246.22025;137.7405;;1640.8365;171.59218;518.5872;13.86931;222.5775;1104.4825;6.099565;7951.0196;285.1346;2.0006280000000003;1161.862;18160.258;192.28969;0.9678065499999999;207.2013;327.22461;7.510363999999999;;1.5163929999999999;416.40503;393.25025;77.440782;;159.80695;0.05131579;;2591.6387;;2.9943630000000003;116.98555;;2650.5438;206.87533;1.2237616;129.88797;1379.588;243.6871;;;;50.216055;222.44785;;366.865;;652.56788;4.0863965;598.62867;44.69073;;120.36565;;397.792;;161.87809;10057.282;931.6733;2.6727198;1860.761;238.10222;504.97608;;323.5105;;3054.2872;253.02665;166.30434;332.51148;61.447648;270.3191;128.9349;273.36524;114.02466;298.803;12.988150000000001;92.57879000000001;550.9614;1049.806;188.48147;;234.36852;107.67612;0.7802916999999999;;203.62;393.4629;137278.8;60.60605;567.4473;1454.5752;;;;557.45679;223.97889;81.40991;24.406235;;2727.9617;5.1050367;338.88233;479.8614;;1110.7752;98.14128;851.3201;;8532.898;383.73800000000006;;154.3711;172.8729;4.2540629999999995;1869.7928;269.3003;220.34316;;8.2569657;165.6316;;;5.9965552;705.75635;8.3885956;133.6804;580.9073000000001;;210.33324;;77.271897;433.67115;0.8990021;155.47492;6.7995728;3184.2579;359.1045;20.556626;8.799479999999999;52.80219;3640.9559;1.4494280000000002;144.85784;986.01441;356.7268;
2001-10-18;61.64267;;255.21918;134.65017;;1614.0726;173.17611;488.082;13.74274;215.49290000000002;1104.4825;6.099565;8132.2422;284.1648;2.0116810000000003;1158.304;16811.208;192.28969;0.9678065499999999;204.41396;325.8418;7.442964;;1.5066730000000002;421.50391;415.63526;78.938672;;159.31627;0.04934211;;2597.3978;;2.9985739999999996;114.08054;;2665.0674;206.87533;1.2038627;127.43726;1330.4;240.7687;;;;50.63875;222.44785;;352.39795;;641.21143;4.0863965;588.81495;43.14301;;117.59864;;379.3379;;160.72629;9969.1641;887.3081;2.7028613999999997;1887.344;238.63253;501.63184;;320.5784;;3002.2393;250.55211;164.34781;338.54322;62.893479;268.2236;126.67287;264.25293;112.98282;300.6423;13.18128;91.96574000000001;511.0015;1047.379;187.06428;;233.05036;106.65387;0.7760965;;203.8455;395.43018;135816.9;55.45453;549.1423;1450.4073;;;;532.26099;218.64606;77.48659;23.562485;;2683.6446;5.176189000000001;340.07935;466.9791;;1121.1563;95.14917;842.3589;;8474.715;387.2361;;153.85829999999999;170.3915;4.2704;1896.8912;268.03;221.52779;;8.2569657;166.5727;;;6.0540284;706.64087;8.4882613;134.3488;582.4794999999999;;211.99991;;77.252808;427.35547;0.7905019;155.47492;6.5657276;3148.4327;369.37623;20.775574;8.8419898;52.27215;3497.2337;1.522375;141.2945;986.01441;344.8359;
2001-10-19;58.17104;;259.03101;134.65017;;1601.72;170.71222;481.981;13.76082;214.312;1050.504;6.127341;7951.0196;284.1648;2.0374719999999997;1163.641;17347.368;191.42352;1.0471351;202.09107;324.92017;7.346677;;1.44835;421.50391;410.79517;77.890157;;156.372;0.05394737;;2634.8326;;3.011208;114.63013;;2657.8057;209.91761;0.99492859;129.88797;1331.168;232.0135;;;;47.679883;211.79876;;358.97388;;631.60206;4.1024854;588.81495;41.30507;;120.56331;;426.49878;;157.06154;9957.4141;887.3081;2.6978370000000003;1860.761;237.30678;494.94336;;311.782;;3018.7999;248.69613;161.73913;337.15113;61.447648;261.9373;124.86326;270.95313;113.79316;300.9768;13.21749;97.17707;523.1106;1051.424;183.28521;;232.52312999999998;108.35761;0.7635112;;203.3945;389.52833;136581.1;53.93938;551.583;1450.4073;;;;563.75562;216.86844;76.99617;23.249985;;2732.8858;5.0116529000000005;338.88233;444.4354;;1123.4632;92.75548;800.9131;;8358.355;388.2854;;153.6018;170.3915;4.312876;1858.179;266.7598;221.52779;;8.477151;159.044;;;6.1076709000000005;680.99292;8.5547066;133.012;591.1263;;211.26658;;76.642731;427.35547;0.7672517000000001;155.47492;6.493772;3112.6077;359.51539;20.653931;8.8207349;52.537150000000004;3411.0008;1.566778;136.9565;986.01441;337.4041;
2001-10-22;61.558;;258.71851;135.53312;;1612.014;173.3521;518.5872;13.796990000000001;193.6483;1038.0474;6.166228;7928.3711;284.1648;2.0374719999999997;1174.317;17295.485;189.25813;1.1661276999999999;209.05973;331.83326;7.317791;;1.44835;431.70167;405.3501;73.696055;;159.64338;0.05394737;;2706.8226;;3.002786;116.59298;;2672.3292;217.52332;1.0247762;131.84852;1326.557;233.4727;;;;48.018008;208.24904;;360.63526;;636.84351;4.1346631;598.62867;43.43321;;120.66213;;449.05396;;157.06154;10221.77;887.3081;2.6978370000000003;1864.482;233.32956;494.94336;;317.6462;;3051.9219;251.17078;165.43477;334.05811;60.995835;264.0327;126.67287;274.97315;115.06652;300.9768;13.326130000000001;95.33777;508.5796;1002.8960000000001;183.28521;;230.15043000000003;112.31025;0.7635112;;204.7475;384.80689;138087.9;54.42422;555.2441;1483.75;;;;541.70923;213.31322;78.46744;23.656235;;2831.368;4.980525;339.90821;418.6711;;1125.7701;95.74759;804.2734;;8435.934;389.3349;;151.8068;172.0458;4.3063400000000005;1916.2469;273.1111;222.12012;;9.1377087;160.9262;;;3.9849292000000003;694.96656;8.3553725;134.8835;593.4845;;209.33329;;77.138428;436.82886;0.7750018;155.1838;6.5837159;3175.8299;357.05005;20.678269;9.2989698;52.537150000000004;3463.6988;1.5001740000000001;137.88607;986.01441;341.863;
2001-10-23;62.48941;;248.84493;137.07827;;1614.0726;175.99198;542.9912;13.90548;188.92520000000002;1096.178;6.166228;7777.3516;285.1346;1.952731;1165.421;17814.348;190.1243;1.2454561;206.27224;327.22461;7.317791;;1.44835;431.70167;422.29029;74.14542999999999;;160.00322;0.05197369;;2629.0733;;2.990149;116.98555;;2686.8526;219.34867;1.0347257;129.88797;1363.448;246.6055;;;;47.003555;189.31733;;363.40406;;637.71705;4.1507471;595.35743;43.8685;;123.37974;;447.00342;;153.71082;10274.645;896.1812;2.7279809999999998;1883.622;234.65529;494.94336;;326.4424;;3054.2872;253.02665;169.99999;334.52198;59.730729;270.3191;130.5183;278.45728;117.4975;303.4849;13.90553;99.62952999999999;525.5325;1004.5139999999999;181.86806;;229.35954;113.12801;0.7907796;;204.071;375.75709;133655.5;55.21211;555.2441;1508.7571;;;;557.45679;213.31322;83.37164;23.59375;;2855.9886;4.891587;341.95997;429.4063;;1128.0772;99.33812;830.0371;;8416.539;386.5364;;155.9097;172.0458;4.3063400000000005;2074.9664;260.4082;223.89708;;9.0276156;164.6905;;;4.0309107;687.00684;8.3885956;134.0814;608.8129;;206.66666;;78.091691;443.14454;0.8331270000000001;155.1838;6.6736572999999995;3209.5472;373.07422;21.505387;9.2352027;53.199690000000004;3961.9349;1.471629;141.75928;986.01441;346.3223;
2001-10-24;61.04994;;258.71851;148.99814;;1622.3077;171.59218;555.1934;13.90548;188.92520000000002;1162.6131;5.999573000000001;7966.125;285.1346;1.952731;1177.876;18644.532;190.1243;1.2454561;213.61249;322.61573;7.394819;;1.458071;441.89942;416.84522;72.947149;;166.5133;0.05131579;;2706.8226;;2.990149;117.7707;;2636.0203;226.65017;1.0198014;133.80906;1398.803;240.7687;;;;49.370625;211.79876;;361.67359;;672.66041;4.1507496;590.77784;44.73911;;126.39382;;432.65015;;154.44385;10274.645;891.7446;2.7279809999999998;1869.799;234.39014;494.94336;;326.4424;;3025.8978;259.83179;173.47825;337.15113;58.646363;270.3191;130.97071;280.60132;119.11817;304.9897;14.2073;100.8557;542.4851;954.3688000000001;177.61658;;228.5686;113.12801;0.8201453;;204.7475;399.365;135162.8;54.78787;569.8877;1492.0857;;;;560.60621;216.86844;84.5977;23.312485;;2895.3816;4.8159888;348.79932;428.3327;;1133.8443;96.94444;813.2349;;8300.18;386.5364;;155.1404;170.3915;4.3063400000000005;2013.0271;260.4082;224.72631;;8.6973372;165.6316;;;3.9696021000000004;684.53052;8.3221493;133.9477;615.4946;;214.66665;;79.02591;443.14454;0.8292519;155.47492;6.835551799999999;3158.9703;375.9502;21.894639;9.352104500000001;53.13344;4182.3047;1.5160319999999998;136.49172;966.29395;350.7813;
2001-10-25;57.57831;;254.96917;154.07511;;1595.5438;174.23206;549.0923;13.90548;195.4195;1137.7;5.988461999999999;7943.4688;291.9236;1.945362;1182.324;18367.801;189.69122;1.2692547;206.27224;323.53736;7.751082;;1.467791;440.19971;389.62012;72.947149;;165.36829;0.05855263;;2669.3877;;2.985938;119.34096;;2643.282;227.74535;1.0198014;133.80906;1396.497;237.8503;;;;52.414024;234.28017;;358.21265;;642.08497;4.1668384;598.62867;43.77177;;126.46299;;430.59961;;153.44912;10139.528;887.3081;2.8184107;1846.938;234.65529;481.56641;;315.6914;;2985.6783;261.0691;167.3913;329.41846;55.573975;264.0327;126.89908;283.54957;118.42359;309.3374;14.2073;99.01645;542.4851;979.4413000000001;170.53084;;225.40504;109.17533;0.8390234;;204.2965;401.33228;135184.9;55.0909;567.4473;1467.0787;;;;557.45679;216.86844;80.42909;23.156235;;2949.5469;4.8471167;345.0376;450.8764;;1144.2254;90.96021;784.1106;;8319.574;388.2854;;153.85829999999999;168.7372;4.3063400000000005;1982.0574;256.5974;224.84478;;8.6973372;166.5727;;;3.9312867;663.12793;8.3719836;135.0172;597.4148;;215.99996;;80.322327;441.03931;0.8796271;155.1838;6.7456104;3068.3526;361.1587;23.013688;9.139555699999999;53.067190000000004;4211.0508;1.535061;136.49172;986.01441;361.1858;
2001-10-26;59.01778;;268.09253;147.89444;;1607.8963;177.5759;561.2944;14.013979999999998;195.4195;1137.7;5.944021;8947.7305;307.4411;1.945362;1176.986;18748.305;189.25813;1.2692547;210.73214;329.52906;7.779968;;1.4872319999999999;440.19971;416.24024;73.396524;;176.00028;0.05855263;;2666.5081;;2.977517;124.05179;;2650.5438;229.69245;1.1192946000000001;134.7894;1397.265;248.0647;;;;54.865665;234.04352;;357.17432;;633.34913;4.1668384;604.46973;45.94827;;127.47098;;449.05396;;153.44912;10227.645;980.4753;2.8535792;1834.179;234.65529;494.94336;;316.6687;;3028.2637;266.01807;173.47825;324.77881;57.833085;264.0327;133.45893;293.19776;123.86437;309.3374;14.2073;97.48362999999999;542.4851;950.325;176.19945;;225.40504;113.80954;0.8683891;;204.7475;393.06959;134464.3;54.54544;567.4473;1492.0857;;;;541.70923;220.06812;92.68962;25.562485;;2900.3057;4.909375;345.37964;448.7294;;1143.0721;95.14917;815.4751;;8319.574;395.9812;;153.6018;172.0458;4.397825;2047.868;255.3273;227.45099;;8.9175225;165.6316;;;4.0079199999999995;672.14893;8.3221493;134.8835;613.1363;;216.3333;;80.284195;442.0918;0.8757521;155.1838;6.7995728;3089.4263;371.84156;23.329941;9.5646534;51.145900000000005;4455.379;1.5445769999999999;131.53402;986.01441;380.5085;
2001-10-29;59.01778;;256.2815;148.99814;;1595.5438;177.7519;555.1934;14.013979999999998;196.00990000000002;1108.6348;5.899579999999999;8638.1485;312.29040000000003;1.945362;1181.434;17935.415;187.95883;1.2692547;206.27224;322.61573;8.039941;;1.44835;440.19971;392.04029;73.84586;;166.02262;0.05592105;;2669.3877;;2.948035;122.3245;;2614.2349;227.62368;1.1043705;133.31896;1396.497;245.1463;;;;51.061407;227.41742;;353.021;;646.45289;4.166836;606.44288;45.22276;;124.81266;;449.05396;;154.44385;10268.77;993.7849;2.8485547;1812.913;234.65529;498.2876;;310.8044;;3044.824;261.68775;178.26087;324.74781;54.399247;257.7461;131.1969;290.51758;124.32741;305.1572;14.1228;95.64434;508.5796;954.3688000000001;170.05845;;226.19598000000002;109.37978;0.8662909999999999;;204.071;391.49561;130029.1;53.93938;549.1423;1508.7571;;;;566.90503;219.71259;89.25668;26.374985;;2969.2435;4.9138209;357.69019;453.0235;;1147.6858;92.15706;807.634;;8323.449;404.0268;;153.6018;170.3915;4.499111;2013.0271;242.6244;226.26636;;8.8074294;163.1848;;;4.0615625;672.14893;8.2557068;135.0172;580.1213;;221.26658;;80.589249;449.45997;0.8331270000000001;154.89263;6.9254908;3129.4671;375.9502;23.232636;9.1289283;50.94715;4120.0274;1.5160319999999998;132.15374;981.08423;408.7495;
2001-10-30;57.3243;;252.15702;146.79076;;1574.9561;176.87194;536.8904;13.796990000000001;197.78099999999998;1106.5586;5.860693;8653.2461;296.7729;1.941678;1199.227;17222.84;183.62805;1.2771873999999999;196.98069;327.22461;7.953281;;1.409468;440.19971;380.54517;71.149688;;159.31627;0.05526316;;2536.9261;;2.87644;121.69639;;2592.4498;228.77976;1.0993956;132.33869;1383.431;246.6055;;;;51.399570999999995;222.44785;;353.021;;607.14161;4.1668384;611.04712;42.56261;;125.01032;;420.34742;;153.44912;10251.145;984.9119;2.6727198;1851.191;233.32956;498.2876;;302.0081;;3035.3609;251.17078;164.56521;293.84742;52.049775;255.6508;120.79163;276.31324;120.39153;306.8291;14.062449999999998;91.35262;494.0488;963.2656;158.24883;;224.87777999999997;110.74285;0.8662909999999999;;203.8455;393.4629;130051.2;53.33333;536.9392;1558.771;;;;553.04737;220.42367;83.37164;23.90625;;2979.0916;4.998313;354.95459;436.92080000000004;;1141.9185;89.16495;749.3857;;8455.32;404.0268;;153.85829999999999;169.5644;4.401094;1904.6329;242.6244;224.13399;;8.5872441;151.5153;;;4.0845533;672.14893;8.2557068;133.6804;558.8973000000001;;219.99999;;80.455811;421.0398;0.8370019999999999;154.31032;6.943479099999999;3102.0701;367.32178;21.651352;8.895127;49.95336;3832.5853;1.439913;128.59038;956.43384;404.2903;
2001-10-31;61.38864;;251.15711;152.08846;;1589.3675;181.09575;539.9407;13.65233;206.0466;1100.3304;5.788477;8600.3946;306.4714;1.941678;1199.227;17641.395;184.06114000000002;1.2771873999999999;206.27224;331.83326;7.934026;;1.3997479999999998;443.59888;387.2002;71.149688;;156.50287;0.05789474;;2623.3143;;2.981729;121.69639;;2556.1409;226.34592;1.0794967;134.7894;1354.225;255.3607;;;;52.075899;212.98198;;353.36719;;612.38306;4.166836;611.70484;44.98094;;118.09275;;432.65015;;154.44385;10685.864;1015.968;2.8033398999999997;1813.444;245.2612;478.22217;;302.0081;;3087.4095;254.88263;171.95652;276.83521;53.314866;259.8418;126.67287;273.36524;118.65513;309.3374;14.18316;90.43293;523.1106;944.6631;160.13836;;226.72321;109.37978;0.8641939000000001;;204.522;426.90748;131559.6;51.51514;533.2783;1563.7725;;;;536.67017;219.0015;87.29495;25.249985;;2964.3194;5.1139307;352.21875;435.8473;;1153.4532;89.16495;767.3083;;8346.723;400.5287;;154.88389999999998;171.2187;4.332478;1943.3453;238.8136;225.79247;;8.5872441;157.1618;;;4.1305323;698.50416;9.119484;133.6804;558.1113;;219.99999;;79.731308;437.8816;0.8525020000000001;154.31032;6.7456104;3262.2317;365.67847;20.653931;8.8207349;50.54965;3952.3536;1.420884;131.68895;986.01441;412.0193;
2001-11-01;59.94919;;246.84522;146.79076;;1585.25;178.63186;518.5872;13.54383;206.637;1100.3304;5.7495899999999995;8743.8594;302.5919;1.930625;1203.675;17288.567;184.49415000000002;1.2771873999999999;205.80762;329.06812;7.962910000000001;;1.409468;445.29859;391.43506;71.149688;;162.84937;0.05855263;;2594.5181;;3.0154199999999998;122.08895;;2556.1409;221.93462;1.0745228;132.33869;1364.217;250.9831;;;;56.218282;204.69935;;353.021;;611.50953;4.1668384;614.99366;45.8999;;117.59864;;432.65015;;154.44385;10932.594;1029.277;2.7531006000000002;1855.445;243.93546;471.53394;;295.1665;;3208.0662;253.6453;170.21738;278.35084;52.2305;255.6508;127.35148;279.79737;120.16001;309.3374;14.36422;91.35262;518.2668;986.7206;154.94214;;228.04137;109.37978;0.8809739999999999;;204.2965;420.21851;127865.4;50.1212;530.8376;1567.1067;;;;548.00831;219.0015;88.27586;25.625;;2905.2298;5.0694628999999996;348.79932;442.2883;;1151.146;87.36967;775.1494;;8401.02;393.1828;;152.8325;165.4286;4.273667;1970.4434;240.0839;228.3987;;8.6973372;153.3975;;;3.9925927999999997;698.68116;9.0032034;133.012;547.1062000000001;;216.66666;;81.218415;433.67115;0.8408768999999999;154.31032;6.7276221;3477.1861;362.39136;20.799897;8.2893653;50.28461;3928.4;1.420884;131.9988;976.1543;410.533;
